num_0,num_1,num_2,num_3,num_4,num_5,category,type,class
0.13811211004114562,0.111149899184796,-0.7002387379038698,1.8287203226074937,0.1843911750824119,-0.17016507735402608,B,Y,0
-0.3860904628621849,1.0088319540145758,0.5450443956327744,-1.7376444700529736,-0.6958111572407325,-0.44678620848875167,C,X,1
-0.011951151107793679,0.6271349113554697,-1.0701519869568004,-0.079407480108345,1.6992665838581895,0.02906040229794189,A,X,0
-0.6942954302077361,-1.3342117954187203,-0.48690212543853034,-1.0787483020262059,-0.39460007706823946,0.542183638277612,C,Y,1
0.03695902364868769,-0.4800152494222218,-1.790682925821381,0.8319950068987261,-0.3524820465884508,0.10798671063893102,B,Y,0
-0.9117356788111819,-0.4089563572198086,-0.5799153894617103,-1.3339188102713393,-0.9079645220219655,-0.014707348270793149,B,X,1
0.2985725186823105,-0.6839336565302961,-1.2026992069945468,-0.3564380468855536,0.7796292216337622,-0.939152568602328,C,X,0
0.012882126860825866,-0.6604394147700217,1.1285104908950336,-0.5066057906256619,0.6620060985742273,1.0150684966693713,C,Y,1
1.5414806414066624,-1.3533121394186318,-1.3981103194396545,1.1652194629540937,1.001483972106681,-0.6169274624195753,C,Y,1
-3.2369936930968692,0.08088711920978717,-1.51749775753044,-0.8276994772964636,0.18119244770657192,0.3156433077323652,B,X,0
1.5813147159437841,-0.3727365585747615,-0.9763025928007426,0.9172919790721819,0.37707056285741797,-0.36313193347455824,B,X,1
0.031760494273413736,-0.3780336709649653,0.6920361946838569,1.6879394895033057,-0.7254901154615533,0.4208913314891379,B,X,1
-1.5297565279685663,-1.0725598314718134,0.562557552469593,-0.07040085206148038,-1.1091664569148427,0.008761535774271226,C,Y,0
0.8789130144392943,-1.4469268175678462,1.7465364967114192,0.5730280511176369,0.5929634179151211,-0.0013452548733527171,B,Y,1
1.7471282321778845,0.9623229088047455,-0.3675760019342538,0.7573896772692684,-0.7331405289326888,-0.28024832192665117,C,X,0
1.466633736103557,0.38758340350224124,0.6615236271455812,1.1696250879047323,0.5482232374853232,-0.8111783496025405,B,Y,1
1.6612812894315048,0.5161473096132521,0.586797077029454,0.055875844885627524,1.1107604792208343,1.9149563075564098,B,X,1
-0.3753430922309935,1.0654150254746124,0.03437270212231855,-1.99810737472294,-1.404055007039385,0.42429140664272796,C,Y,1
1.01035482444814,0.6090754558886144,0.7690985654712109,2.589605672093345,0.5283834890397071,-0.2649222482610717,A,Y,1
-0.1266445542835714,1.635001733914644,-1.2691890119846236,1.2379595566416366,0.016167744486988527,-0.8315794083923991,B,X,0
-1.4501490925988405,1.4805936766922854,-0.8573621115341507,0.062361964269938876,-0.9747501698510022,1.9658598927787385,A,X,0
0.09817302563104215,-1.3463791186299465,-0.42881555328779,1.3931352244762976,-0.9768315416674825,-0.3614312695328664,B,Y,0
1.1871523174314953,0.34229087298513927,-1.2194578971451588,0.22335222425279294,-0.15275008235466217,0.05241488282083097,B,X,0
0.9465577494079545,0.24058526182647944,-0.09278245483948273,-0.1419098509369102,1.076804121561936,-0.7203458327037973,B,Y,0
-2.1679074224817763,-0.225294989188389,0.37826394011265635,-0.4163618855183893,-0.5253472019703571,-0.36424766780857437,C,Y,1
-0.024555670925075348,-1.298293396876651,0.6613830877738915,-2.662335636782008,0.5400070194882313,0.31329998990075425,B,X,1
0.49702582910187026,-1.9284267397870716,0.29282975158478664,-0.542500902162365,1.6021903777957311,0.3617207773000827,A,X,1
-1.1767286829235142,-1.690506600061654,-0.614771114144766,0.8115613246901698,1.1524556587048451,0.18139773689109745,B,X,0
0.08003108883789707,-0.3320456362772928,-0.021355288103866693,1.2157239192832658,-0.3466224216534656,0.6588009251223399,B,X,1
-0.5284183590379147,1.0132743345276953,0.5787229712437788,0.9721194556162636,1.882118896723646,-2.5819861397503514,B,X,1
0.7537704952597987,0.46912695330352666,0.44749782283112766,0.24059080491400553,0.23988224280378506,0.33636651302579235,C,Y,1
0.9059948429159368,0.8262958862336164,-0.02495858534590337,-0.18747648815775403,0.020153545580703335,-0.4128759930200047,C,X,1
1.780234650554455,-1.270763833198704,0.7497898783937291,0.7438403890414885,-0.5303915911080285,0.2960507154125202,A,Y,1
1.2629594623303935,-0.33002573272802754,1.311934849363757,1.1182352545748198,-0.7098601030765912,-1.108060826450161,C,Y,1
0.16543221786821302,-1.2402983064876714,-2.9047017738365786,-0.4894122919115758,2.1742522790216228,-0.44715638415869263,B,X,0
0.37950316689456925,0.6999898956203011,-0.04117585978041399,-0.3336231395541479,1.2287165695314994,0.03991631120195616,C,X,1
-0.09138590050718327,0.7974926868835065,-1.029562511906137,-1.263112332138466,-1.6249055031739568,0.568012460072078,C,Y,0
-0.16366261287041073,0.8263578363544747,0.05091085078397355,-1.3709571815723334,-0.3556131918592389,0.8967958803511784,B,X,0
-0.2621700169775373,1.1868145941528527,-0.4535695595642477,0.7193578236546418,-1.782589914006777,-0.22644635581676942,B,X,0
-0.38706860666917053,-1.3978700155499755,1.1119206771263799,-0.6400659172433901,-0.7432783381048454,1.301299424780931,C,X,1
0.16144964369571507,0.779801539221435,-1.7027056459994752,-0.7985418212509747,2.0863889592849056,0.8540473359834786,B,Y,0
-1.0733338366060194,0.22503054069502465,-0.9956503875194612,1.3938354550494052,-2.2697477054216693,0.27529735059346666,C,X,0
0.2602814730902011,-1.1126295374985595,-0.2731518716604363,0.3755433726655682,-1.7781256338025615,-1.2795566800112979,C,X,0
-0.15510688262728914,-0.8330603705119864,-0.46312986404850326,-0.02007619849174149,-0.9104596307850624,-0.026576639462883526,B,Y,0
0.2979980132477897,0.7788681856800358,-1.2458277848078285,-0.6284038692302407,0.5885419736894102,-1.482089508770781,A,X,0
0.10619003846531383,0.028097840321430666,-2.5868384943050375,-0.49434571641363684,0.3307819306091656,-0.21185120810200678,C,Y,0
-0.47428285410483056,0.15617303317013093,0.9888953176633074,0.5375890244950319,-0.7558532141581759,-1.4589898803020618,A,X,1
0.5194670584754197,-1.1777385195873922,-0.5280342499531765,0.20094487773114475,1.1465263047816299,1.2858135840737106,A,X,0
0.06068550567905809,-0.5094918127736038,-1.2006416906489712,1.9586301196410394,-0.2898859069747252,0.6778286552461208,C,X,0
0.19678018344486323,-0.49560218238224196,-0.5379560154574167,-1.3831249977131876,1.122425313425666,-0.12053064430433982,C,X,0
1.4295733613753383,-0.44876750002430743,-0.2980205036595017,-1.1332640290356875,-0.31144054933648546,-1.2401190173996555,B,X,1
0.4026614558461963,0.10780921179123083,1.4748759626316141,-1.457755815081246,1.2160018967269728,-0.9784438531588308,B,Y,1
0.3442316047372998,-1.1454385472298,0.20277364695437022,-2.510596255098983,-0.6705815486606653,0.1060990884578069,A,Y,1
1.7554466184618203,-2.1280147129288527,-0.0022778408687663017,-0.5187445268315181,-1.9160526401362312,-1.1248283909758114,A,Y,1
-0.4711106262038626,0.46707678694327465,0.0878983616908724,-1.3124839471328773,-1.8340351453763033,0.4176488142331811,C,X,0
-0.19526735031174824,1.6114245524237512,-0.35255602616029874,1.143230896696307,0.5438380869217144,0.8216070855285851,C,X,0
0.4324124752062697,0.45433192072439116,-2.2918573452242277,-0.23691260144408566,-0.6636182794299768,1.270653836542879,B,Y,0
-1.0016746221786683,-0.28028041527703323,0.8008657226367427,0.30096539230736225,0.167307489256608,1.1091967211725868,C,Y,0
0.26008314697446866,-0.5449342869040771,-1.296269356317524,0.4867017445429827,-0.7701042617576169,-0.24113871407052276,C,X,0
1.0783571919498844,-0.2212736398152797,-0.4442339615648257,-0.27961478340779194,-0.2526254692437994,-0.9911986445174263,A,X,1
1.6773581318433464,-0.5493189721309052,0.7843874593772266,-1.0184591542296595,0.5495264886805309,0.16935570419226204,C,Y,0
0.025032072608355486,0.1749366688747334,0.4159593754643801,-0.22690233726036746,-0.17702572243393072,0.577436484012806,A,Y,1
-1.141954353065851,-1.2962989699366414,0.17894605435649097,-2.0097754517950306,-1.6828396046475333,1.8052466626272978,A,X,0
1.5493958980854783,-0.5707624596101843,0.9991791678137378,1.0337998940417497,0.4710911755946179,-0.07892531055932915,B,X,1
0.6264481711025495,0.7979883681003624,0.6421092072677065,-1.5493343902993415,2.0330676508608403,2.4033276689783016,B,X,1
-1.9091946182980382,0.5109667766200806,2.045722269285987,1.0022818023225757,1.012932794138331,-1.4385181525446897,A,X,0
0.791094751967693,0.2391966979999522,0.7798517450462621,-1.0355267512555562,-1.0714907984428985,-0.14255868743747244,C,Y,1
-0.3791866049363849,-0.15743720895012647,-0.4795313960395596,-0.2010169900111491,-0.6660979139664739,-0.04827581142813124,C,Y,0
-1.4235632610362292,0.5141053008286938,0.26054356645788473,-1.2618284057430276,1.326358729083182,-0.8268497308401207,C,X,0
